trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
736,False,"{'a': 0.4790261931887511, 'e': 0.4790261931887511}",20,0,-95.19323240283418,"{0: 15, 1: 1, 2: 1, 3: 1, 4: 2}",0
737,False,"{'a': 0.4785474064288412, 'e': 0.4785474064288412}",20,7,6.436448980134939,"{0: 11, 1: 1, 2: 1, 3: 0, 4: 0}",1
738,False,"{'a': 0.4780690982163776, 'e': 0.4780690982163776}",20,0,-9.1218591315604,"{0: 16, 1: 1, 2: 3, 3: 0, 4: 0}",0
739,False,"{'a': 0.4775912680730521, 'e': 0.4775912680730521}",25,11,0.15922734034061659,"{0: 11, 1: 2, 2: 1, 3: 0, 4: 0}",1
740,False,"{'a': 0.4771139155210344, 'e': 0.4771139155210344}",25,9,-10.735809414505708,"{0: 13, 1: 0, 2: 3, 3: 0, 4: 0}",1
741,False,"{'a': 0.47663704008297203, 'e': 0.47663704008297203}",20,8,-15.912829044121752,"{0: 9, 1: 0, 2: 3, 3: 0, 4: 0}",1
742,False,"{'a': 0.4761606412819894, 'e': 0.4761606412819894}",25,17,-1.020805628776844,"{0: 6, 1: 1, 2: 1, 3: 0, 4: 0}",1
743,False,"{'a': 0.4756847186416878, 'e': 0.4756847186416878}",30,0,-7.779798095476355,"{0: 25, 1: 1, 2: 4, 3: 0, 4: 0}",0
744,False,"{'a': 0.47520927168614446, 'e': 0.47520927168614446}",25,2,-0.7451271387938281,"{0: 20, 1: 0, 2: 3, 3: 0, 4: 0}",1
745,False,"{'a': 0.4747342999399124, 'e': 0.4747342999399124}",25,0,-27.069429429146446,"{0: 20, 1: 1, 2: 3, 3: 1, 4: 0}",0
746,False,"{'a': 0.4742598029280199, 'e': 0.4742598029280199}",25,0,-37.22640006958491,"{0: 18, 1: 3, 2: 4, 3: 0, 4: 0}",0
747,False,"{'a': 0.4737857801759698, 'e': 0.4737857801759698}",25,9,-18.88449042885033,"{0: 13, 1: 0, 2: 2, 3: 1, 4: 0}",1
748,False,"{'a': 0.4733122312097393, 'e': 0.4733122312097393}",25,3,-16.99699924245378,"{0: 17, 1: 1, 2: 4, 3: 0, 4: 0}",1
749,False,"{'a': 0.47283915555577954, 'e': 0.47283915555577954}",30,13,18.547433042579588,"{0: 16, 1: 1, 2: 0, 3: 0, 4: 0}",1
750,False,"{'a': 0.4723665527410147, 'e': 0.4723665527410147}",25,9,3.0954714669539287,"{0: 13, 1: 2, 2: 1, 3: 0, 4: 0}",1
751,False,"{'a': 0.471894422292842, 'e': 0.471894422292842}",30,12,16.16318929283275,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
752,False,"{'a': 0.4714227637391309, 'e': 0.4714227637391309}",20,3,-78.00025929977957,"{0: 13, 1: 0, 2: 2, 3: 0, 4: 2}",1
753,False,"{'a': 0.4709515766082228, 'e': 0.4709515766082228}",30,7,5.893814314943218,"{0: 20, 1: 0, 2: 3, 3: 0, 4: 0}",1
754,False,"{'a': 0.47048086042893056, 'e': 0.47048086042893056}",20,0,-11.365927664932345,"{0: 18, 1: 0, 2: 0, 3: 2, 4: 0}",0
755,False,"{'a': 0.47001061473053796, 'e': 0.47001061473053796}",20,7,8.02610382059686,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
756,False,"{'a': 0.46954083904279925, 'e': 0.46954083904279925}",20,6,14.6180233730036,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
757,False,"{'a': 0.4690715328959387, 'e': 0.4690715328959387}",30,16,14.363072917818016,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
758,False,"{'a': 0.46860269582065023, 'e': 0.46860269582065023}",20,3,-51.223587281877165,"{0: 11, 1: 0, 2: 5, 3: 1, 4: 0}",1
759,False,"{'a': 0.4681343273480965, 'e': 0.4681343273480965}",20,0,-36.268021384414894,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 1}",0
760,False,"{'a': 0.46766642700990924, 'e': 0.46766642700990924}",20,0,4.221803035663217,"{0: 17, 1: 2, 2: 1, 3: 0, 4: 0}",0
761,False,"{'a': 0.4671989943381879, 'e': 0.4671989943381879}",25,0,-19.146622788628022,"{0: 22, 1: 0, 2: 2, 3: 0, 4: 1}",1
762,False,"{'a': 0.46673202886549986, 'e': 0.46673202886549986}",25,0,-70.97012426763553,"{0: 21, 1: 0, 2: 2, 3: 0, 4: 2}",0
763,False,"{'a': 0.46626553012487953, 'e': 0.46626553012487953}",20,0,-18.343000458924674,"{0: 15, 1: 2, 2: 3, 3: 0, 4: 0}",0
764,False,"{'a': 0.46579949764982825, 'e': 0.46579949764982825}",20,9,17.640396244393347,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
765,False,"{'a': 0.4653339309743134, 'e': 0.4653339309743134}",25,16,-39.24477883998326,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 1}",1
766,False,"{'a': 0.46486882963276827, 'e': 0.46486882963276827}",25,0,-27.293226450061148,"{0: 19, 1: 1, 2: 5, 3: 0, 4: 0}",0
767,False,"{'a': 0.46440419316009157, 'e': 0.46440419316009157}",30,18,-29.35938727885324,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 1}",1
768,False,"{'a': 0.4639400210916467, 'e': 0.4639400210916467}",20,11,5.531720944816312,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
769,False,"{'a': 0.4634763129632616, 'e': 0.4634763129632616}",20,0,-10.49636042506023,"{0: 15, 1: 3, 2: 2, 3: 0, 4: 0}",0
770,False,"{'a': 0.46301306831122807, 'e': 0.46301306831122807}",20,0,-21.789936296494982,"{0: 16, 1: 1, 2: 2, 3: 1, 4: 0}",0
771,False,"{'a': 0.4625502866723014, 'e': 0.4625502866723014}",20,13,-34.66005992628612,"{0: 5, 1: 1, 2: 0, 3: 0, 4: 1}",1
772,False,"{'a': 0.4620879675837, 'e': 0.4620879675837}",20,6,1.8133187416998913,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 0}",1
773,False,"{'a': 0.4616261105831047, 'e': 0.4616261105831047}",25,0,3.0139993873812863,"{0: 22, 1: 0, 2: 3, 3: 0, 4: 0}",0
774,False,"{'a': 0.4611647152086584, 'e': 0.4611647152086584}",20,12,2.435680540812262,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
775,False,"{'a': 0.4607037809989658, 'e': 0.4607037809989658}",20,0,-99.79521118569399,"{0: 13, 1: 2, 2: 3, 3: 0, 4: 2}",0
776,False,"{'a': 0.46024330749309256, 'e': 0.46024330749309256}",20,0,-50.315322771219755,"{0: 16, 1: 1, 2: 1, 3: 1, 4: 1}",0
777,False,"{'a': 0.4597832942305652, 'e': 0.4597832942305652}",20,5,27.361550834792816,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
778,False,"{'a': 0.45932374075137034, 'e': 0.45932374075137034}",30,1,-76.0849874219849,"{0: 23, 1: 0, 2: 3, 3: 2, 4: 1}",1
779,False,"{'a': 0.4588646465959545, 'e': 0.4588646465959545}",20,0,2.720867692725866,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
780,False,"{'a': 0.4584060113052235, 'e': 0.4584060113052235}",20,10,1.774425744473085,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
781,False,"{'a': 0.45794783442054204, 'e': 0.45794783442054204}",20,10,6.579195575838648,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
782,False,"{'a': 0.45749011548373314, 'e': 0.45749011548373314}",25,0,0.9964465409554786,"{0: 22, 1: 1, 2: 2, 3: 0, 4: 0}",0
783,False,"{'a': 0.4570328540370779, 'e': 0.4570328540370779}",25,0,-56.366247059485886,"{0: 19, 1: 1, 2: 4, 3: 0, 4: 1}",0
784,False,"{'a': 0.4565760496233147, 'e': 0.4565760496233147}",25,11,-47.886994961620175,"{0: 10, 1: 1, 2: 2, 3: 0, 4: 1}",1
785,False,"{'a': 0.4561197017856392, 'e': 0.4561197017856392}",30,18,-31.882960410860942,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 1}",1
786,False,"{'a': 0.4556638100677035, 'e': 0.4556638100677035}",25,5,-5.288081359248365,"{0: 16, 1: 2, 2: 2, 3: 0, 4: 0}",1
787,False,"{'a': 0.45520837401361586, 'e': 0.45520837401361586}",20,13,12.172347288930663,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
788,False,"{'a': 0.45475339316794017, 'e': 0.45475339316794017}",30,0,-86.83834614631641,"{0: 25, 1: 0, 2: 2, 3: 1, 4: 2}",0
789,False,"{'a': 0.4542988670756955, 'e': 0.4542988670756955}",20,0,-1.4976315465674066,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",0
790,False,"{'a': 0.45384479528235583, 'e': 0.45384479528235583}",25,0,-30.201312008877466,"{0: 19, 1: 1, 2: 5, 3: 0, 4: 0}",0
791,False,"{'a': 0.4533911773338492, 'e': 0.4533911773338492}",25,2,24.477457042755052,"{0: 21, 1: 1, 2: 1, 3: 0, 4: 0}",1
792,False,"{'a': 0.4529380127765577, 'e': 0.4529380127765577}",30,13,-43.23970017981991,"{0: 13, 1: 0, 2: 3, 3: 0, 4: 1}",1
793,False,"{'a': 0.4524853011573167, 'e': 0.4524853011573167}",35,11,0.22943737975571543,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 1}",1
794,False,"{'a': 0.45203304202341466, 'e': 0.45203304202341466}",25,13,8.538308677085817,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
795,False,"{'a': 0.4515812349225922, 'e': 0.4515812349225922}",30,16,25.423506066660625,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
796,False,"{'a': 0.45112987940304233, 'e': 0.45112987940304233}",35,18,-58.44679832507772,"{0: 12, 1: 2, 2: 1, 3: 1, 4: 1}",1
797,False,"{'a': 0.4506789750134095, 'e': 0.4506789750134095}",20,9,17.4028200149935,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
798,False,"{'a': 0.45022852130278923, 'e': 0.45022852130278923}",25,0,-66.34499055041034,"{0: 19, 1: 0, 2: 5, 3: 0, 4: 1}",0
799,False,"{'a': 0.44977851782072775, 'e': 0.44977851782072775}",20,0,-52.08910451611385,"{0: 15, 1: 1, 2: 3, 3: 0, 4: 1}",0
800,False,"{'a': 0.44932896411722156, 'e': 0.44932896411722156}",20,13,-30.40126992825473,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 1}",1
801,False,"{'a': 0.448879859742717, 'e': 0.448879859742717}",20,0,-22.390568716832,"{0: 16, 1: 1, 2: 2, 3: 1, 4: 0}",0
802,False,"{'a': 0.4484312042481095, 'e': 0.4484312042481095}",30,17,-7.18995978128268,"{0: 11, 1: 0, 2: 1, 3: 1, 4: 0}",1
803,False,"{'a': 0.44798299718474366, 'e': 0.44798299718474366}",25,0,-41.5369086641998,"{0: 21, 1: 0, 2: 1, 3: 3, 4: 0}",0
804,False,"{'a': 0.44753523810441237, 'e': 0.44753523810441237}",25,11,26.64542573131828,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
805,False,"{'a': 0.4470879265593564, 'e': 0.4470879265593564}",20,10,-59.184527861521396,"{0: 6, 1: 0, 2: 3, 3: 0, 4: 1}",1
806,False,"{'a': 0.44664106210226434, 'e': 0.44664106210226434}",35,7,-20.776555615567673,"{0: 23, 1: 1, 2: 3, 3: 1, 4: 0}",1
807,False,"{'a': 0.44619464428627154, 'e': 0.44619464428627154}",20,0,-57.90463863177537,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 2}",0
808,False,"{'a': 0.4457486726649602, 'e': 0.4457486726649602}",20,4,16.804734125579532,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
809,False,"{'a': 0.4453031467923587, 'e': 0.4453031467923587}",20,1,-3.232058548242736,"{0: 17, 1: 0, 2: 1, 3: 1, 4: 0}",1
810,False,"{'a': 0.4448580662229411, 'e': 0.4448580662229411}",20,0,-24.911503163194283,"{0: 16, 1: 0, 2: 3, 3: 1, 4: 0}",0
811,False,"{'a': 0.4444134305116268, 'e': 0.4444134305116268}",25,16,-10.81969248411134,"{0: 7, 1: 0, 2: 2, 3: 0, 4: 0}",1
812,False,"{'a': 0.44396923921378006, 'e': 0.44396923921378006}",20,6,1.6025844678730257,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 0}",1
813,False,"{'a': 0.4435254918852095, 'e': 0.4435254918852095}",30,9,10.395233000532963,"{0: 19, 1: 0, 2: 2, 3: 0, 4: 0}",1
814,False,"{'a': 0.44308218808216776, 'e': 0.44308218808216776}",20,12,-38.704075438313644,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 1}",1
815,False,"{'a': 0.4426393273613511, 'e': 0.4426393273613511}",25,0,7.053586676081672,"{0: 22, 1: 1, 2: 2, 3: 0, 4: 0}",1
816,False,"{'a': 0.44219690927989863, 'e': 0.44219690927989863}",20,6,-108.11690857342282,"{0: 8, 1: 0, 2: 4, 3: 0, 4: 2}",1
817,False,"{'a': 0.4417549333953923, 'e': 0.4417549333953923}",25,14,-7.234722198645443,"{0: 9, 1: 0, 2: 2, 3: 0, 4: 0}",1
818,False,"{'a': 0.44131339926585617, 'e': 0.44131339926585617}",25,10,-39.27464754079787,"{0: 13, 1: 0, 2: 0, 3: 1, 4: 1}",1
819,False,"{'a': 0.4408723064497561, 'e': 0.4408723064497561}",20,0,-17.38863280701714,"{0: 15, 1: 2, 2: 3, 3: 0, 4: 0}",0
820,False,"{'a': 0.44043165450599925, 'e': 0.44043165450599925}",25,10,-2.79991216969451,"{0: 12, 1: 1, 2: 2, 3: 0, 4: 0}",1
821,False,"{'a': 0.43999144299393356, 'e': 0.43999144299393356}",20,0,1.6346382899075715,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",0
822,False,"{'a': 0.43955167147334756, 'e': 0.43955167147334756}",30,10,13.528756124378397,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",1
823,False,"{'a': 0.43911233950446965, 'e': 0.43911233950446965}",25,9,-36.44472207353379,"{0: 14, 1: 0, 2: 0, 3: 1, 4: 1}",1
824,False,"{'a': 0.4386734466479678, 'e': 0.4386734466479678}",25,9,-122.42280265841663,"{0: 8, 1: 1, 2: 5, 3: 0, 4: 2}",1
825,False,"{'a': 0.4382349924649492, 'e': 0.4382349924649492}",20,7,11.447698362559272,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
826,False,"{'a': 0.4377969765169596, 'e': 0.4377969765169596}",25,0,-92.70720567240525,"{0: 19, 1: 0, 2: 4, 3: 0, 4: 2}",0
827,False,"{'a': 0.437359398365983, 'e': 0.437359398365983}",20,0,-30.54259217164281,"{0: 14, 1: 2, 2: 4, 3: 0, 4: 0}",0
828,False,"{'a': 0.43692225757444114, 'e': 0.43692225757444114}",20,3,-17.81769294064729,"{0: 13, 1: 1, 2: 3, 3: 0, 4: 0}",1
829,False,"{'a': 0.4364855537051933, 'e': 0.4364855537051933}",30,13,27.104927323237227,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
830,False,"{'a': 0.43604928632153556, 'e': 0.43604928632153556}",20,0,-4.08863022633424,"{0: 17, 1: 0, 2: 3, 3: 0, 4: 0}",0
831,False,"{'a': 0.43561345498720044, 'e': 0.43561345498720044}",30,16,1.9228815024267911,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 0}",1
832,False,"{'a': 0.43517805926635666, 'e': 0.43517805926635666}",25,10,-43.06907711574354,"{0: 11, 1: 0, 2: 2, 3: 2, 4: 0}",1
833,False,"{'a': 0.43474309872360845, 'e': 0.43474309872360845}",25,13,10.910526393220913,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
834,False,"{'a': 0.4343085729239951, 'e': 0.4343085729239951}",20,1,-80.81440048401524,"{0: 14, 1: 2, 2: 1, 3: 0, 4: 2}",1
835,False,"{'a': 0.4338744814329909, 'e': 0.4338744814329909}",30,20,-1.6116757254093388,"{0: 8, 1: 1, 2: 1, 3: 0, 4: 0}",1
836,False,"{'a': 0.4334408238165043, 'e': 0.4334408238165043}",30,5,-81.0492554856064,"{0: 19, 1: 2, 2: 2, 3: 0, 4: 2}",1
837,False,"{'a': 0.43300759964087765, 'e': 0.43300759964087765}",30,7,-24.479613863591172,"{0: 20, 1: 0, 2: 2, 3: 0, 4: 1}",1
838,False,"{'a': 0.43257480847288665, 'e': 0.43257480847288665}",25,19,12.180306711893596,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
839,False,"{'a': 0.43214244987974026, 'e': 0.43214244987974026}",25,7,-66.47844301427271,"{0: 12, 1: 2, 2: 2, 3: 1, 4: 1}",1
840,False,"{'a': 0.43171052342907973, 'e': 0.43171052342907973}",25,0,5.366452690357325,"{0: 22, 1: 1, 2: 2, 3: 0, 4: 0}",0
841,False,"{'a': 0.43127902868897855, 'e': 0.43127902868897855}",35,0,-22.169977913148966,"{0: 30, 1: 2, 2: 1, 3: 2, 4: 0}",0
842,False,"{'a': 0.43084796522794205, 'e': 0.43084796522794205}",20,0,13.127179674240729,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
843,False,"{'a': 0.43041733261490667, 'e': 0.43041733261490667}",20,14,-15.02770627255078,"{0: 4, 1: 0, 2: 2, 3: 0, 4: 0}",1
844,False,"{'a': 0.4299871304192398, 'e': 0.4299871304192398}",20,9,-13.951322839362458,"{0: 9, 1: 0, 2: 1, 3: 1, 4: 0}",1
845,False,"{'a': 0.42955735821073915, 'e': 0.42955735821073915}",30,21,7.537419120421911,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 0}",1
846,False,"{'a': 0.42912801555963254, 'e': 0.42912801555963254}",30,6,-63.5135568298251,"{0: 19, 1: 0, 2: 2, 3: 2, 4: 1}",1
847,False,"{'a': 0.42869910203657724, 'e': 0.42869910203657724}",20,0,15.250100128962705,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
848,False,"{'a': 0.4282706172126597, 'e': 0.4282706172126597}",20,0,-29.43290138448391,"{0: 17, 1: 1, 2: 1, 3: 0, 4: 1}",0
849,False,"{'a': 0.427842560659395, 'e': 0.427842560659395}",20,0,-3.4722776315275516,"{0: 17, 1: 2, 2: 0, 3: 1, 4: 0}",1
850,False,"{'a': 0.4274149319487267, 'e': 0.4274149319487267}",30,7,-45.420519718212404,"{0: 17, 1: 0, 2: 5, 3: 1, 4: 0}",1
851,False,"{'a': 0.4269877306530259, 'e': 0.4269877306530259}",20,0,-32.5458682072531,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 1}",0
852,False,"{'a': 0.4265609563450914, 'e': 0.4265609563450914}",20,13,-8.731027781943354,"{0: 4, 1: 2, 2: 1, 3: 0, 4: 0}",1
853,False,"{'a': 0.4261346085981487, 'e': 0.4261346085981487}",20,0,-74.57906083445809,"{0: 13, 1: 1, 2: 5, 3: 0, 4: 1}",0
854,False,"{'a': 0.4257086869858502, 'e': 0.4257086869858502}",20,0,6.869063648813177,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
855,False,"{'a': 0.42528319108227414, 'e': 0.42528319108227414}",20,5,-95.00440419629837,"{0: 11, 1: 0, 2: 1, 3: 1, 4: 2}",1
856,False,"{'a': 0.42485812046192456, 'e': 0.42485812046192456}",25,0,-41.11649815581471,"{0: 19, 1: 4, 2: 1, 3: 0, 4: 1}",0
857,False,"{'a': 0.4244334746997309, 'e': 0.4244334746997309}",20,8,-15.166362656479743,"{0: 9, 1: 0, 2: 3, 3: 0, 4: 0}",1
858,False,"{'a': 0.4240092533710473, 'e': 0.4240092533710473}",25,13,-14.873379423453692,"{0: 9, 1: 2, 2: 0, 3: 1, 4: 0}",1
859,False,"{'a': 0.4235854560516524, 'e': 0.4235854560516524}",20,0,17.391470226254526,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
860,False,"{'a': 0.4231620823177488, 'e': 0.4231620823177488}",20,0,-24.950022744980327,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",0
861,False,"{'a': 0.42273913174596284, 'e': 0.42273913174596284}",30,0,-56.84211350824959,"{0: 23, 1: 4, 2: 1, 3: 1, 4: 1}",0
862,False,"{'a': 0.42231660391334386, 'e': 0.42231660391334386}",20,6,5.387523960874988,"{0: 12, 1: 1, 2: 1, 3: 0, 4: 0}",1
863,False,"{'a': 0.4218944983973639, 'e': 0.4218944983973639}",20,2,-10.618494361069908,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 1}",1
864,False,"{'a': 0.42147281477591764, 'e': 0.42147281477591764}",20,7,-19.733811269682427,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 1}",1
865,False,"{'a': 0.4210515526273212, 'e': 0.4210515526273212}",30,22,5.318122963165114,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
866,False,"{'a': 0.42063071153031245, 'e': 0.42063071153031245}",20,14,13.941335831448761,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
867,False,"{'a': 0.4202102910640503, 'e': 0.4202102910640503}",25,14,-6.191882277828993,"{0: 9, 1: 0, 2: 2, 3: 0, 4: 0}",1
868,False,"{'a': 0.41979029080811425, 'e': 0.41979029080811425}",20,11,-30.09675198353455,"{0: 5, 1: 0, 2: 4, 3: 0, 4: 0}",1
869,False,"{'a': 0.41937071034250395, 'e': 0.41937071034250395}",25,8,-28.434532160310226,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 1}",1
870,False,"{'a': 0.418951549247639, 'e': 0.418951549247639}",25,1,-46.95713745668634,"{0: 18, 1: 3, 2: 2, 3: 0, 4: 1}",1
871,False,"{'a': 0.41853280710435814, 'e': 0.41853280710435814}",25,0,-13.89079799520115,"{0: 21, 1: 0, 2: 4, 3: 0, 4: 0}",0
872,False,"{'a': 0.41811448349391933, 'e': 0.41811448349391933}",20,0,-15.963300415118887,"{0: 16, 1: 0, 2: 4, 3: 0, 4: 0}",1
873,False,"{'a': 0.4176965779979988, 'e': 0.4176965779979988}",20,8,-30.72247866588324,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 1}",1
874,False,"{'a': 0.41727909019869114, 'e': 0.41727909019869114}",20,9,19.196822016941407,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
875,False,"{'a': 0.4168620196785084, 'e': 0.4168620196785084}",25,16,-53.94558274911602,"{0: 5, 1: 2, 2: 1, 3: 0, 4: 1}",1
876,False,"{'a': 0.41644536602038007, 'e': 0.41644536602038007}",20,16,7.631055051843315,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
877,False,"{'a': 0.4160291288076525, 'e': 0.4160291288076525}",30,3,-2.0533868275278477,"{0: 23, 1: 0, 2: 4, 3: 0, 4: 0}",1
878,False,"{'a': 0.4156133076240884, 'e': 0.4156133076240884}",30,20,18.290816485059068,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
879,False,"{'a': 0.4151979020538666, 'e': 0.4151979020538666}",20,4,-63.6722891190127,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 2}",1
880,False,"{'a': 0.4147829116815814, 'e': 0.4147829116815814}",20,14,-29.727271526063628,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 1}",1
881,False,"{'a': 0.41436833609224244, 'e': 0.41436833609224244}",25,8,28.881067743319985,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
882,False,"{'a': 0.4139541748712741, 'e': 0.4139541748712741}",25,3,-33.97651635675993,"{0: 19, 1: 0, 2: 2, 3: 0, 4: 1}",1
883,False,"{'a': 0.41354042760451515, 'e': 0.41354042760451515}",30,19,-30.493141056591554,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 1}",1
884,False,"{'a': 0.4131270938782182, 'e': 0.4131270938782182}",20,0,-17.622319909177364,"{0: 16, 1: 0, 2: 4, 3: 0, 4: 0}",0
885,False,"{'a': 0.41271417327904963, 'e': 0.41271417327904963}",20,11,11.22730118276601,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 0}",1
886,False,"{'a': 0.41230166539408875, 'e': 0.41230166539408875}",20,1,-27.593469290211388,"{0: 15, 1: 0, 2: 3, 3: 1, 4: 0}",1
887,False,"{'a': 0.4118895698108276, 'e': 0.4118895698108276}",20,0,-60.5525707573029,"{0: 17, 1: 1, 2: 0, 3: 0, 4: 2}",0
888,False,"{'a': 0.41147788611717057, 'e': 0.41147788611717057}",20,0,-32.5872447481112,"{0: 16, 1: 0, 2: 3, 3: 1, 4: 0}",0
889,False,"{'a': 0.41106661390143395, 'e': 0.41106661390143395}",20,0,-8.32009996966351,"{0: 16, 1: 2, 2: 2, 3: 0, 4: 0}",0
890,False,"{'a': 0.4106557527523455, 'e': 0.4106557527523455}",20,11,-6.54931697877746,"{0: 8, 1: 0, 2: 0, 3: 1, 4: 0}",1
891,False,"{'a': 0.410245302259044, 'e': 0.410245302259044}",20,7,-10.617311886902044,"{0: 11, 1: 0, 2: 1, 3: 1, 4: 0}",1
892,False,"{'a': 0.40983526201107895, 'e': 0.40983526201107895}",20,15,12.099627562720256,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
893,False,"{'a': 0.40942563159841006, 'e': 0.40942563159841006}",25,11,-24.33441645197546,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 1}",1
894,False,"{'a': 0.4090164106114069, 'e': 0.4090164106114069}",20,0,-17.153152496723933,"{0: 17, 1: 0, 2: 2, 3: 1, 4: 0}",0
895,False,"{'a': 0.40860759864084845, 'e': 0.40860759864084845}",25,6,-28.946992583440867,"{0: 16, 1: 1, 2: 1, 3: 0, 4: 1}",1
896,False,"{'a': 0.4081991952779227, 'e': 0.4081991952779227}",20,8,-43.17218564263839,"{0: 10, 1: 0, 2: 0, 3: 1, 4: 1}",1
897,False,"{'a': 0.4077912001142262, 'e': 0.4077912001142262}",20,11,13.181673114992485,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
898,False,"{'a': 0.4073836127417638, 'e': 0.4073836127417638}",25,12,-15.637783424534199,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 1}",1
899,False,"{'a': 0.40697643275294815, 'e': 0.40697643275294815}",25,11,7.374925132016622,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
900,False,"{'a': 0.4065696597405991, 'e': 0.4065696597405991}",20,13,-15.172059446643619,"{0: 5, 1: 0, 2: 2, 3: 0, 4: 0}",1
901,False,"{'a': 0.4061632932979437, 'e': 0.4061632932979437}",25,0,-74.99686459521064,"{0: 17, 1: 1, 2: 6, 3: 0, 4: 1}",0
902,False,"{'a': 0.40575733301861544, 'e': 0.40575733301861544}",20,6,8.29850550501041,"{0: 12, 1: 1, 2: 1, 3: 0, 4: 0}",1
903,False,"{'a': 0.405351778496654, 'e': 0.405351778496654}",35,15,-22.80901652047484,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",1
904,False,"{'a': 0.4049466293265049, 'e': 0.4049466293265049}",30,0,-7.884450014108547,"{0: 27, 1: 0, 2: 2, 3: 1, 4: 0}",0
905,False,"{'a': 0.4045418851030188, 'e': 0.4045418851030188}",20,7,-2.547836308146968,"{0: 11, 1: 0, 2: 2, 3: 0, 4: 0}",1
906,False,"{'a': 0.4041375454214515, 'e': 0.4041375454214515}",25,0,-43.217062712409756,"{0: 19, 1: 3, 2: 2, 3: 0, 4: 1}",0
907,False,"{'a': 0.4037336098774634, 'e': 0.4037336098774634}",25,9,-26.03480141295713,"{0: 14, 1: 1, 2: 0, 3: 0, 4: 1}",1
908,False,"{'a': 0.40333007806711874, 'e': 0.40333007806711874}",25,0,-42.49187082454957,"{0: 22, 1: 0, 2: 1, 3: 1, 4: 1}",0
