trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
1,False,"{'a': 0.999000499833375, 'e': 0.999000499833375}",35,0,-187.82986802334946,"{0: 19, 1: 2, 2: 12, 3: 0, 4: 2}",0
2,False,"{'a': 0.9980019986673331, 'e': 0.9980019986673331}",20,0,-113.09166185430345,"{0: 13, 1: 0, 2: 5, 3: 0, 4: 2}",0
3,False,"{'a': 0.997004495503373, 'e': 0.997004495503373}",30,0,-212.7704668535782,"{0: 17, 1: 2, 2: 6, 3: 2, 4: 3}",0
4,False,"{'a': 0.9960079893439915, 'e': 0.9960079893439915}",20,0,-141.95033418179412,"{0: 8, 1: 3, 2: 6, 3: 2, 4: 1}",0
5,False,"{'a': 0.9950124791926823, 'e': 0.9950124791926823}",20,0,-56.137604065079785,"{0: 13, 1: 0, 2: 7, 3: 0, 4: 0}",0
6,False,"{'a': 0.9940179640539353, 'e': 0.9940179640539353}",20,0,-48.02601733378237,"{0: 14, 1: 1, 2: 4, 3: 1, 4: 0}",0
7,False,"{'a': 0.9930244429332351, 'e': 0.9930244429332351}",20,0,-71.07124799646006,"{0: 14, 1: 0, 2: 5, 3: 0, 4: 1}",0
8,False,"{'a': 0.9920319148370607, 'e': 0.9920319148370607}",25,0,-131.14221173059585,"{0: 11, 1: 3, 2: 9, 3: 2, 4: 0}",0
9,False,"{'a': 0.9910403787728836, 'e': 0.9910403787728836}",30,0,-220.6600243778285,"{0: 15, 1: 1, 2: 9, 3: 3, 4: 2}",0
10,False,"{'a': 0.9900498337491681, 'e': 0.9900498337491681}",25,7,-29.80654738454161,"{0: 13, 1: 1, 2: 4, 3: 0, 4: 0}",1
11,False,"{'a': 0.9890602787753687, 'e': 0.9890602787753687}",20,0,-114.99135297137596,"{0: 10, 1: 3, 2: 5, 3: 1, 4: 1}",0
12,False,"{'a': 0.9880717128619305, 'e': 0.9880717128619305}",25,0,-187.69706370366347,"{0: 15, 1: 4, 2: 2, 3: 0, 4: 4}",0
13,False,"{'a': 0.9870841350202876, 'e': 0.9870841350202876}",20,0,-88.07891060039023,"{0: 14, 1: 0, 2: 4, 3: 1, 4: 1}",0
14,False,"{'a': 0.9860975442628619, 'e': 0.9860975442628619}",25,0,-112.92982833515563,"{0: 15, 1: 0, 2: 7, 3: 3, 4: 0}",0
15,False,"{'a': 0.9851119396030626, 'e': 0.9851119396030626}",20,0,-108.46249299051988,"{0: 11, 1: 3, 2: 3, 3: 2, 4: 1}",0
16,False,"{'a': 0.9841273200552851, 'e': 0.9841273200552851}",20,0,-136.20467031262157,"{0: 10, 1: 2, 2: 6, 3: 0, 4: 2}",0
17,False,"{'a': 0.9831436846349096, 'e': 0.9831436846349096}",35,0,-208.11858378771052,"{0: 20, 1: 4, 2: 7, 3: 1, 4: 3}",0
18,False,"{'a': 0.9821610323583008, 'e': 0.9821610323583008}",25,10,-19.1351719507345,"{0: 11, 1: 1, 2: 3, 3: 0, 4: 0}",1
19,False,"{'a': 0.981179362242806, 'e': 0.981179362242806}",20,0,-128.42227838704534,"{0: 12, 1: 2, 2: 3, 3: 1, 4: 2}",0
20,False,"{'a': 0.9801986733067553, 'e': 0.9801986733067553}",20,0,-51.411517399321696,"{0: 15, 1: 2, 2: 2, 3: 0, 4: 1}",0
21,False,"{'a': 0.9792189645694596, 'e': 0.9792189645694596}",20,0,-166.6657167028937,"{0: 9, 1: 4, 2: 4, 3: 0, 4: 3}",0
22,False,"{'a': 0.97824023505121, 'e': 0.97824023505121}",30,14,-76.6881537298057,"{0: 9, 1: 2, 2: 4, 3: 0, 4: 1}",1
23,False,"{'a': 0.9772624837732771, 'e': 0.9772624837732771}",25,0,-222.8184618898479,"{0: 14, 1: 0, 2: 6, 3: 1, 4: 4}",0
24,False,"{'a': 0.9762857097579093, 'e': 0.9762857097579093}",20,0,-106.51619151128394,"{0: 12, 1: 0, 2: 6, 3: 1, 4: 1}",0
25,False,"{'a': 0.9753099120283326, 'e': 0.9753099120283326}",20,0,-18.307492582290287,"{0: 15, 1: 2, 2: 3, 3: 0, 4: 0}",0
26,False,"{'a': 0.9743350896087494, 'e': 0.9743350896087494}",25,0,-31.713366581213116,"{0: 19, 1: 2, 2: 3, 3: 1, 4: 0}",1
27,False,"{'a': 0.9733612415243368, 'e': 0.9733612415243368}",20,2,-8.97734215501063,"{0: 14, 1: 1, 2: 3, 3: 0, 4: 0}",1
28,False,"{'a': 0.9723883668012469, 'e': 0.9723883668012469}",20,0,-150.55881167432543,"{0: 12, 1: 2, 2: 3, 3: 0, 4: 3}",0
29,False,"{'a': 0.9714164644666048, 'e': 0.9714164644666048}",30,8,-40.28331751686209,"{0: 17, 1: 1, 2: 2, 3: 2, 4: 0}",1
30,False,"{'a': 0.9704455335485082, 'e': 0.9704455335485082}",20,0,-80.0834506725486,"{0: 14, 1: 1, 2: 3, 3: 1, 4: 1}",0
31,False,"{'a': 0.9694755730760259, 'e': 0.9694755730760259}",30,0,-107.67145814925745,"{0: 20, 1: 3, 2: 5, 3: 1, 4: 1}",0
32,False,"{'a': 0.9685065820791976, 'e': 0.9685065820791976}",25,0,-194.10591816340647,"{0: 13, 1: 3, 2: 5, 3: 1, 4: 3}",0
33,False,"{'a': 0.967538559589032, 'e': 0.967538559589032}",30,0,-137.23522401439905,"{0: 20, 1: 1, 2: 7, 3: 0, 4: 2}",0
34,False,"{'a': 0.9665715046375066, 'e': 0.9665715046375066}",30,0,-163.28969062571366,"{0: 19, 1: 1, 2: 6, 3: 2, 4: 2}",0
35,False,"{'a': 0.9656054162575665, 'e': 0.9656054162575665}",25,0,-196.27093013792108,"{0: 14, 1: 1, 2: 5, 3: 2, 4: 3}",0
36,False,"{'a': 0.9646402934831231, 'e': 0.9646402934831231}",20,0,-65.38008202796632,"{0: 12, 1: 2, 2: 5, 3: 1, 4: 0}",0
37,False,"{'a': 0.9636761353490535, 'e': 0.9636761353490535}",20,0,-72.32712410584202,"{0: 13, 1: 2, 2: 2, 3: 3, 4: 0}",0
38,False,"{'a': 0.9627129408911995, 'e': 0.9627129408911995}",20,0,-134.8459412096893,"{0: 10, 1: 1, 2: 6, 3: 2, 4: 1}",0
39,False,"{'a': 0.9617507091463667, 'e': 0.9617507091463667}",25,0,-161.2166388858291,"{0: 14, 1: 1, 2: 7, 3: 1, 4: 2}",0
40,False,"{'a': 0.9607894391523232, 'e': 0.9607894391523232}",20,0,-35.83684518998583,"{0: 15, 1: 1, 2: 3, 3: 1, 4: 0}",0
41,False,"{'a': 0.9598291299477989, 'e': 0.9598291299477989}",30,0,-127.63514030827342,"{0: 22, 1: 0, 2: 5, 3: 1, 4: 2}",0
42,False,"{'a': 0.9588697805724845, 'e': 0.9588697805724845}",35,2,-96.01774647366372,"{0: 24, 1: 3, 2: 4, 3: 0, 4: 2}",1
43,False,"{'a': 0.9579113900670306, 'e': 0.9579113900670306}",20,0,-107.05844506337007,"{0: 11, 1: 1, 2: 7, 3: 0, 4: 1}",0
44,False,"{'a': 0.9569539574730467, 'e': 0.9569539574730467}",20,0,-96.21118946219788,"{0: 12, 1: 0, 2: 7, 3: 0, 4: 1}",0
45,False,"{'a': 0.9559974818331, 'e': 0.9559974818331}",20,0,-131.4167452617742,"{0: 8, 1: 3, 2: 7, 3: 1, 4: 1}",0
46,False,"{'a': 0.9550419621907147, 'e': 0.9550419621907147}",20,5,-58.85198008095242,"{0: 11, 1: 0, 2: 2, 3: 1, 4: 1}",1
47,False,"{'a': 0.9540873975903711, 'e': 0.9540873975903711}",25,0,-110.36620479936943,"{0: 15, 1: 2, 2: 6, 3: 1, 4: 1}",0
48,False,"{'a': 0.9531337870775047, 'e': 0.9531337870775047}",25,0,-85.09226517605038,"{0: 18, 1: 2, 2: 3, 3: 1, 4: 1}",0
49,False,"{'a': 0.9521811296985049, 'e': 0.9521811296985049}",25,0,-66.47890705121692,"{0: 16, 1: 2, 2: 6, 3: 1, 4: 0}",0
50,False,"{'a': 0.951229424500714, 'e': 0.951229424500714}",20,0,-101.12674790676952,"{0: 12, 1: 0, 2: 7, 3: 0, 4: 1}",0
51,False,"{'a': 0.950278670532427, 'e': 0.950278670532427}",20,0,-42.219252901182266,"{0: 14, 1: 2, 2: 3, 3: 1, 4: 0}",0
52,False,"{'a': 0.9493288668428895, 'e': 0.9493288668428895}",25,0,-185.3435767760983,"{0: 13, 1: 1, 2: 8, 3: 0, 4: 3}",0
53,False,"{'a': 0.9483800124822982, 'e': 0.9483800124822982}",30,2,-126.53051133687944,"{0: 17, 1: 3, 2: 5, 3: 2, 4: 1}",1
54,False,"{'a': 0.9474321065017983, 'e': 0.9474321065017983}",20,0,-122.47072177404503,"{0: 12, 1: 1, 2: 5, 3: 0, 4: 2}",0
55,False,"{'a': 0.9464851479534838, 'e': 0.9464851479534838}",30,10,-27.178884703015143,"{0: 15, 1: 2, 2: 2, 3: 1, 4: 0}",1
56,False,"{'a': 0.9455391358903963, 'e': 0.9455391358903963}",25,0,-161.5235708645005,"{0: 14, 1: 0, 2: 6, 3: 4, 4: 1}",0
57,False,"{'a': 0.9445940693665233, 'e': 0.9445940693665233}",20,2,-37.291161693565655,"{0: 12, 1: 2, 2: 3, 3: 1, 4: 0}",1
58,False,"{'a': 0.9436499474367985, 'e': 0.9436499474367985}",20,8,-28.98930506788351,"{0: 7, 1: 2, 2: 3, 3: 0, 4: 0}",1
59,False,"{'a': 0.9427067691570997, 'e': 0.9427067691570997}",30,0,-236.75191726674802,"{0: 19, 1: 1, 2: 5, 3: 0, 4: 5}",0
60,False,"{'a': 0.9417645335842487, 'e': 0.9417645335842487}",30,0,-145.5786180174547,"{0: 18, 1: 2, 2: 8, 3: 0, 4: 2}",0
61,False,"{'a': 0.9408232397760097, 'e': 0.9408232397760097}",25,0,-145.814076910374,"{0: 15, 1: 0, 2: 7, 3: 1, 4: 2}",0
62,False,"{'a': 0.9398828867910889, 'e': 0.9398828867910889}",25,11,-84.59430715558828,"{0: 8, 1: 1, 2: 3, 3: 1, 4: 1}",1
63,False,"{'a': 0.9389434736891332, 'e': 0.9389434736891332}",20,0,-79.64285837376383,"{0: 16, 1: 0, 2: 2, 3: 0, 4: 2}",0
64,False,"{'a': 0.9380049995307295, 'e': 0.9380049995307295}",20,0,-184.28368855436048,"{0: 9, 1: 3, 2: 4, 3: 1, 4: 3}",0
65,False,"{'a': 0.9370674633774034, 'e': 0.9370674633774034}",20,0,-52.94253889435404,"{0: 13, 1: 0, 2: 7, 3: 0, 4: 0}",0
66,False,"{'a': 0.9361308642916188, 'e': 0.9361308642916188}",25,0,-168.32991464242244,"{0: 14, 1: 2, 2: 5, 3: 2, 4: 2}",0
67,False,"{'a': 0.9351952013367766, 'e': 0.9351952013367766}",20,0,-124.41462774316716,"{0: 13, 1: 1, 2: 2, 3: 2, 4: 2}",0
68,False,"{'a': 0.9342604735772135, 'e': 0.9342604735772135}",25,0,-123.83816483398962,"{0: 14, 1: 2, 2: 7, 3: 1, 4: 1}",0
69,False,"{'a': 0.933326680078202, 'e': 0.933326680078202}",20,0,-40.07971186916116,"{0: 15, 1: 0, 2: 4, 3: 1, 4: 0}",0
70,False,"{'a': 0.9323938199059483, 'e': 0.9323938199059483}",20,0,-89.38869015644752,"{0: 12, 1: 1, 2: 6, 3: 0, 4: 1}",0
71,False,"{'a': 0.9314618921275921, 'e': 0.9314618921275921}",35,0,-146.54222098779135,"{0: 24, 1: 1, 2: 7, 3: 1, 4: 2}",0
72,False,"{'a': 0.9305308958112057, 'e': 0.9305308958112057}",20,0,-75.07115485012214,"{0: 11, 1: 3, 2: 5, 3: 1, 4: 0}",0
73,False,"{'a': 0.9296008300257927, 'e': 0.9296008300257927}",20,0,-80.78274453267768,"{0: 15, 1: 1, 2: 1, 3: 2, 4: 1}",0
74,False,"{'a': 0.9286716938412872, 'e': 0.9286716938412872}",35,0,-97.02108369155796,"{0: 21, 1: 7, 2: 5, 3: 2, 4: 0}",0
75,False,"{'a': 0.9277434863285529, 'e': 0.9277434863285529}",30,0,-125.88761498624054,"{0: 19, 1: 3, 2: 5, 3: 2, 4: 1}",0
76,False,"{'a': 0.9268162065593822, 'e': 0.9268162065593822}",25,0,-177.71936780499362,"{0: 11, 1: 5, 2: 6, 3: 1, 4: 2}",0
77,False,"{'a': 0.9258898536064953, 'e': 0.9258898536064953}",30,0,-53.50013194635591,"{0: 21, 1: 3, 2: 5, 3: 1, 4: 0}",0
78,False,"{'a': 0.9249644265435393, 'e': 0.9249644265435393}",30,12,-62.17735889872063,"{0: 13, 1: 0, 2: 4, 3: 0, 4: 1}",1
79,False,"{'a': 0.9240399244450868, 'e': 0.9240399244450868}",30,0,-65.64429957652997,"{0: 18, 1: 6, 2: 6, 3: 0, 4: 0}",0
80,False,"{'a': 0.9231163463866358, 'e': 0.9231163463866358}",30,0,-71.07431829001736,"{0: 25, 1: 2, 2: 1, 3: 0, 4: 2}",0
81,False,"{'a': 0.922193691444608, 'e': 0.922193691444608}",20,0,-56.08825935195124,"{0: 12, 1: 2, 2: 6, 3: 0, 4: 0}",0
82,False,"{'a': 0.9212719586963487, 'e': 0.9212719586963487}",30,7,-32.53193942638649,"{0: 18, 1: 1, 2: 3, 3: 1, 4: 0}",1
83,False,"{'a': 0.9203511472201247, 'e': 0.9203511472201247}",20,15,2.615113552728802,"{0: 4, 1: 1, 2: 0, 3: 0, 4: 0}",1
84,False,"{'a': 0.9194312560951247, 'e': 0.9194312560951247}",25,0,-173.63104965544372,"{0: 13, 1: 3, 2: 6, 3: 0, 4: 3}",0
85,False,"{'a': 0.9185122844014574, 'e': 0.9185122844014574}",25,0,-110.35224320753619,"{0: 17, 1: 1, 2: 4, 3: 2, 4: 1}",0
86,False,"{'a': 0.9175942312201509, 'e': 0.9175942312201509}",20,8,-23.730714380424224,"{0: 8, 1: 1, 2: 3, 3: 0, 4: 0}",1
87,False,"{'a': 0.9166770956331523, 'e': 0.9166770956331523}",30,0,-170.00169309476246,"{0: 14, 1: 6, 2: 6, 3: 3, 4: 1}",0
88,False,"{'a': 0.9157608767233256, 'e': 0.9157608767233256}",20,0,-79.22505137938079,"{0: 13, 1: 2, 2: 4, 3: 0, 4: 1}",0
89,False,"{'a': 0.914845573574452, 'e': 0.914845573574452}",30,11,-42.88881783431756,"{0: 16, 1: 1, 2: 0, 3: 1, 4: 1}",1
90,False,"{'a': 0.9139311852712282, 'e': 0.9139311852712282}",35,0,-323.5213260361745,"{0: 17, 1: 0, 2: 10, 3: 4, 4: 4}",0
91,False,"{'a': 0.9130177108992658, 'e': 0.9130177108992658}",20,0,-43.50050317513527,"{0: 14, 1: 1, 2: 5, 3: 0, 4: 0}",0
92,False,"{'a': 0.9121051495450904, 'e': 0.9121051495450904}",30,0,-192.42733408485066,"{0: 20, 1: 1, 2: 3, 3: 3, 4: 3}",0
93,False,"{'a': 0.9111935002961405, 'e': 0.9111935002961405}",20,1,-132.2566499186162,"{0: 11, 1: 4, 2: 1, 3: 0, 4: 3}",1
94,False,"{'a': 0.910282762240767, 'e': 0.910282762240767}",25,2,-99.58952581526238,"{0: 9, 1: 7, 2: 6, 3: 1, 4: 0}",1
95,False,"{'a': 0.9093729344682314, 'e': 0.9093729344682314}",25,0,-182.05209370709767,"{0: 13, 1: 2, 2: 6, 3: 2, 4: 2}",0
96,False,"{'a': 0.9084640160687062, 'e': 0.9084640160687062}",25,0,-112.71114913076983,"{0: 14, 1: 2, 2: 8, 3: 0, 4: 1}",0
97,False,"{'a': 0.9075560061332727, 'e': 0.9075560061332727}",30,0,-70.87449923826324,"{0: 23, 1: 2, 2: 4, 3: 0, 4: 1}",0
98,False,"{'a': 0.9066489037539209, 'e': 0.9066489037539209}",20,0,-62.564823123378474,"{0: 16, 1: 0, 2: 2, 3: 1, 4: 1}",0
99,False,"{'a': 0.9057427080235485, 'e': 0.9057427080235485}",20,8,-68.43512803973513,"{0: 7, 1: 1, 2: 3, 3: 0, 4: 1}",1
100,False,"{'a': 0.9048374180359595, 'e': 0.9048374180359595}",30,0,-85.75575252190897,"{0: 25, 1: 1, 2: 1, 3: 1, 4: 2}",0
101,False,"{'a': 0.9039330328858641, 'e': 0.9039330328858641}",20,0,-86.67991332121773,"{0: 14, 1: 3, 2: 1, 3: 0, 4: 2}",0
102,False,"{'a': 0.9030295516688768, 'e': 0.9030295516688768}",20,3,-45.69713612185149,"{0: 11, 1: 2, 2: 3, 3: 1, 4: 0}",1
103,False,"{'a': 0.9021269734815165, 'e': 0.9021269734815165}",30,16,-1.5228455346794265,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 0}",1
104,False,"{'a': 0.9012252974212047, 'e': 0.9012252974212047}",35,22,5.978124720868583,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
105,False,"{'a': 0.9003245225862656, 'e': 0.9003245225862656}",25,0,-101.90069368120477,"{0: 18, 1: 2, 2: 2, 3: 1, 4: 2}",0
106,False,"{'a': 0.899424648075924, 'e': 0.899424648075924}",20,6,-31.64051772621684,"{0: 9, 1: 1, 2: 4, 3: 0, 4: 0}",1
107,False,"{'a': 0.8985256729903055, 'e': 0.8985256729903055}",20,0,-126.71366364286645,"{0: 9, 1: 4, 2: 4, 3: 2, 4: 1}",0
108,False,"{'a': 0.8976275964304349, 'e': 0.8976275964304349}",30,11,-57.75606894441107,"{0: 11, 1: 3, 2: 4, 3: 1, 4: 0}",1
109,False,"{'a': 0.8967304174982355, 'e': 0.8967304174982355}",25,0,-144.77916522961166,"{0: 14, 1: 4, 2: 4, 3: 1, 4: 2}",0
110,False,"{'a': 0.8958341352965282, 'e': 0.8958341352965282}",30,0,-202.39973070454644,"{0: 18, 1: 2, 2: 5, 3: 2, 4: 3}",0
111,False,"{'a': 0.894938748929031, 'e': 0.894938748929031}",25,0,-161.39461236063553,"{0: 15, 1: 3, 2: 4, 3: 0, 4: 3}",0
112,False,"{'a': 0.8940442575003572, 'e': 0.8940442575003572}",20,0,-22.19629743526488,"{0: 15, 1: 2, 2: 3, 3: 0, 4: 0}",0
113,False,"{'a': 0.8931506601160155, 'e': 0.8931506601160155}",25,0,-171.20813651508635,"{0: 12, 1: 1, 2: 8, 3: 3, 4: 1}",0
114,False,"{'a': 0.8922579558824083, 'e': 0.8922579558824083}",30,1,-13.075012105048886,"{0: 24, 1: 2, 2: 3, 3: 0, 4: 0}",1
115,False,"{'a': 0.8913661439068313, 'e': 0.8913661439068313}",25,0,-207.03130162893243,"{0: 13, 1: 2, 2: 5, 3: 2, 4: 3}",0
116,False,"{'a': 0.8904752232974726, 'e': 0.8904752232974726}",20,3,-144.09706129148356,"{0: 8, 1: 1, 2: 5, 3: 1, 4: 2}",1
117,False,"{'a': 0.8895851931634113, 'e': 0.8895851931634113}",25,10,-43.8135221887725,"{0: 9, 1: 1, 2: 5, 3: 0, 4: 0}",1
118,False,"{'a': 0.8886960526146174, 'e': 0.8886960526146174}",25,4,-98.59765567019996,"{0: 16, 1: 0, 2: 2, 3: 1, 4: 2}",1
119,False,"{'a': 0.8878078007619501, 'e': 0.8878078007619501}",20,0,-107.45194694561468,"{0: 14, 1: 0, 2: 3, 3: 1, 4: 2}",0
120,False,"{'a': 0.8869204367171575, 'e': 0.8869204367171575}",30,0,-84.00497619771745,"{0: 19, 1: 2, 2: 8, 3: 1, 4: 0}",0
121,False,"{'a': 0.8860339595928756, 'e': 0.8860339595928756}",25,0,-53.43805403929232,"{0: 19, 1: 2, 2: 3, 3: 0, 4: 1}",0
122,False,"{'a': 0.8851483685026271, 'e': 0.8851483685026271}",20,0,-53.4989479034195,"{0: 15, 1: 0, 2: 3, 3: 2, 4: 0}",0
123,False,"{'a': 0.8842636625608209, 'e': 0.8842636625608209}",20,0,-108.31668980023422,"{0: 13, 1: 0, 2: 4, 3: 2, 4: 1}",0
124,False,"{'a': 0.8833798408827509, 'e': 0.8833798408827509}",20,0,-68.79479091247693,"{0: 16, 1: 2, 2: 0, 3: 0, 4: 2}",0
125,False,"{'a': 0.8824969025845955, 'e': 0.8824969025845955}",20,0,-20.167404704687492,"{0: 15, 1: 2, 2: 3, 3: 0, 4: 0}",0
126,False,"{'a': 0.8816148467834161, 'e': 0.8816148467834161}",20,0,-131.23803351954552,"{0: 14, 1: 1, 2: 2, 3: 0, 4: 3}",0
127,False,"{'a': 0.880733672597157, 'e': 0.880733672597157}",30,0,-120.99478423849737,"{0: 18, 1: 1, 2: 10, 3: 0, 4: 1}",0
128,False,"{'a': 0.8798533791446438, 'e': 0.8798533791446438}",20,0,-117.52026556167411,"{0: 13, 1: 4, 2: 0, 3: 0, 4: 3}",0
129,False,"{'a': 0.8789739655455832, 'e': 0.8789739655455832}",20,0,-53.96740750741178,"{0: 15, 1: 2, 2: 2, 3: 0, 4: 1}",0
130,False,"{'a': 0.8780954309205613, 'e': 0.8780954309205613}",20,0,-67.74655967440701,"{0: 13, 1: 0, 2: 6, 3: 1, 4: 0}",0
131,False,"{'a': 0.8772177743910435, 'e': 0.8772177743910435}",25,0,-41.1455042742447,"{0: 17, 1: 3, 2: 5, 3: 0, 4: 0}",0
132,False,"{'a': 0.8763409950793732, 'e': 0.8763409950793732}",25,0,-185.06932091080793,"{0: 12, 1: 1, 2: 9, 3: 1, 4: 2}",0
133,False,"{'a': 0.8754650921087711, 'e': 0.8754650921087711}",30,5,-58.638825660245104,"{0: 17, 1: 3, 2: 3, 3: 2, 4: 0}",1
134,False,"{'a': 0.874590064603334, 'e': 0.874590064603334}",20,0,-98.4165873397242,"{0: 14, 1: 2, 2: 2, 3: 0, 4: 2}",0
135,False,"{'a': 0.8737159116880344, 'e': 0.8737159116880344}",20,0,-107.26990030223864,"{0: 12, 1: 0, 2: 6, 3: 1, 4: 1}",0
136,False,"{'a': 0.8728426324887193, 'e': 0.8728426324887193}",25,0,-165.27604948789673,"{0: 13, 1: 5, 2: 4, 3: 0, 4: 3}",0
137,False,"{'a': 0.8719702261321094, 'e': 0.8719702261321094}",25,0,-122.11107645956187,"{0: 17, 1: 0, 2: 6, 3: 0, 4: 2}",0
138,False,"{'a': 0.8710986917457983, 'e': 0.8710986917457983}",20,0,-81.6468075187526,"{0: 13, 1: 1, 2: 5, 3: 0, 4: 1}",0
139,False,"{'a': 0.8702280284582515, 'e': 0.8702280284582515}",20,0,-99.20069395235242,"{0: 10, 1: 2, 2: 6, 3: 2, 4: 0}",0
140,False,"{'a': 0.8693582353988059, 'e': 0.8693582353988059}",20,0,-97.85232386786967,"{0: 14, 1: 1, 2: 3, 3: 0, 4: 2}",0
141,False,"{'a': 0.8684893116976679, 'e': 0.8684893116976679}",20,0,-225.20984339889702,"{0: 9, 1: 2, 2: 4, 3: 1, 4: 4}",0
142,False,"{'a': 0.867621256485914, 'e': 0.867621256485914}",20,0,-170.17588350960236,"{0: 9, 1: 4, 2: 4, 3: 0, 4: 3}",0
143,False,"{'a': 0.8667540688954889, 'e': 0.8667540688954889}",20,0,-73.11180223626134,"{0: 13, 1: 2, 2: 4, 3: 0, 4: 1}",0
144,False,"{'a': 0.865887748059205, 'e': 0.865887748059205}",20,0,-99.5335291836791,"{0: 10, 1: 1, 2: 7, 3: 2, 4: 0}",0
145,False,"{'a': 0.8650222931107413, 'e': 0.8650222931107413}",25,0,-89.7711611271566,"{0: 17, 1: 0, 2: 7, 3: 0, 4: 1}",0
146,False,"{'a': 0.8641577031846428, 'e': 0.8641577031846428}",20,8,-57.44109738753586,"{0: 7, 1: 2, 2: 2, 3: 0, 4: 1}",1
147,False,"{'a': 0.8632939774163194, 'e': 0.8632939774163194}",20,0,-84.98474933022213,"{0: 10, 1: 2, 2: 7, 3: 1, 4: 0}",0
148,False,"{'a': 0.8624311149420455, 'e': 0.8624311149420455}",30,0,-112.88500232151395,"{0: 23, 1: 0, 2: 4, 3: 1, 4: 2}",0
149,False,"{'a': 0.8615691148989583, 'e': 0.8615691148989583}",25,5,-56.66916606142745,"{0: 16, 1: 0, 2: 2, 3: 1, 4: 1}",1
150,False,"{'a': 0.8607079764250578, 'e': 0.8607079764250578}",20,0,-39.86968936538615,"{0: 14, 1: 3, 2: 1, 3: 2, 4: 0}",0
151,False,"{'a': 0.8598476986592055, 'e': 0.8598476986592055}",25,0,-123.98942753895024,"{0: 15, 1: 4, 2: 2, 3: 3, 4: 1}",0
152,False,"{'a': 0.8589882807411234, 'e': 0.8589882807411234}",20,0,-105.39301927061136,"{0: 14, 1: 1, 2: 2, 3: 1, 4: 2}",0
153,False,"{'a': 0.8581297218113938, 'e': 0.8581297218113938}",20,0,-132.70151361091072,"{0: 13, 1: 0, 2: 3, 3: 2, 4: 2}",0
154,False,"{'a': 0.8572720210114575, 'e': 0.8572720210114575}",20,0,-146.50004451455186,"{0: 12, 1: 2, 2: 3, 3: 0, 4: 3}",0
155,False,"{'a': 0.8564151774836135, 'e': 0.8564151774836135}",20,0,-142.25636607743002,"{0: 9, 1: 3, 2: 6, 3: 0, 4: 2}",0
156,False,"{'a': 0.8555591903710185, 'e': 0.8555591903710185}",25,0,-50.496953002138085,"{0: 21, 1: 1, 2: 1, 3: 1, 4: 1}",0
157,False,"{'a': 0.8547040588176851, 'e': 0.8547040588176851}",25,0,-57.8889695214001,"{0: 18, 1: 4, 2: 2, 3: 0, 4: 1}",0
158,False,"{'a': 0.8538497819684817, 'e': 0.8538497819684817}",20,0,-143.67833480424957,"{0: 9, 1: 0, 2: 9, 3: 1, 4: 1}",0
159,False,"{'a': 0.8529963589691315, 'e': 0.8529963589691315}",20,0,-105.73793446576157,"{0: 13, 1: 0, 2: 4, 3: 2, 4: 1}",0
160,False,"{'a': 0.8521437889662113, 'e': 0.8521437889662113}",25,0,-136.54921680835898,"{0: 13, 1: 2, 2: 8, 3: 1, 4: 1}",0
161,False,"{'a': 0.8512920711071511, 'e': 0.8512920711071511}",20,0,-99.96073557933741,"{0: 13, 1: 3, 2: 2, 3: 0, 4: 2}",0
162,False,"{'a': 0.850441204540233, 'e': 0.850441204540233}",25,0,-131.30643523849034,"{0: 18, 1: 1, 2: 3, 3: 0, 4: 3}",0
163,False,"{'a': 0.8495911884145902, 'e': 0.8495911884145902}",20,4,-98.80555429764514,"{0: 10, 1: 0, 2: 3, 3: 2, 4: 1}",1
164,False,"{'a': 0.8487420218802068, 'e': 0.8487420218802068}",20,0,-50.00230001174482,"{0: 14, 1: 0, 2: 5, 3: 1, 4: 0}",0
165,False,"{'a': 0.8478937040879159, 'e': 0.8478937040879159}",20,0,-81.07213775253886,"{0: 11, 1: 1, 2: 7, 3: 1, 4: 0}",0
166,False,"{'a': 0.8470462341893996, 'e': 0.8470462341893996}",20,0,-54.06770850546465,"{0: 16, 1: 1, 2: 1, 3: 1, 4: 1}",0
167,False,"{'a': 0.8461996113371882, 'e': 0.8461996113371882}",20,0,-72.57797220398096,"{0: 12, 1: 4, 2: 3, 3: 0, 4: 1}",0
168,False,"{'a': 0.8453538346846587, 'e': 0.8453538346846587}",25,0,-93.93747990386566,"{0: 16, 1: 1, 2: 7, 3: 0, 4: 1}",0
169,False,"{'a': 0.8445089033860343, 'e': 0.8445089033860343}",35,0,-235.16407130465205,"{0: 22, 1: 2, 2: 6, 3: 1, 4: 4}",0
170,False,"{'a': 0.8436648165963837, 'e': 0.8436648165963837}",25,0,-100.59153556682647,"{0: 16, 1: 1, 2: 7, 3: 0, 4: 1}",0
171,False,"{'a': 0.8428215734716199, 'e': 0.8428215734716199}",20,0,-80.37327288801747,"{0: 14, 1: 0, 2: 4, 3: 1, 4: 1}",0
172,False,"{'a': 0.8419791731684999, 'e': 0.8419791731684999}",20,0,-89.67974019510464,"{0: 13, 1: 1, 2: 4, 3: 1, 4: 1}",0
